ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0046148	pigment biosynthetic process	8/204	141/21192	0.0567375886524823	5.89403420942845	5.74838004567899	6.81496314904918e-05	0.00507294946241915	0.00429191985999062	UGT73B3/HPD/ACLA-1/ATCAO/ACSF/AtCLA1/ATCHS/ELIP2	8
BP	GO:0033013	tetrapyrrole metabolic process	7/204	106/21192	0.0660377358490566	6.86015538290788	5.96307463079708	7.52810018895978e-05	0.00507294946241915	0.00429191985999062	ACD2/PSB29/ACLA-1/ATCAO/ACSF/AtCLA1/ELIP2	7
BP	GO:0009834	plant-type secondary cell wall biogenesis	7/204	107/21192	0.0654205607476635	6.79604178119846	5.92573021715205	7.99016903685063e-05	0.00507294946241915	0.00429191985999062	CESA4/XTH9/IRX9/FLA9/ATFLA11/AO1/ATCESA7	7
BP	GO:0009698	phenylpropanoid metabolic process	8/204	145/21192	0.0551724137931034	5.73144016227181	5.63621477766706	8.29687996190047e-05	0.00507294946241915	0.00429191985999062	ASFT/PER72/CER4/APX1/CYP86B1/BGAL8/4CL.1/ATCHS	8
BP	GO:0009699	phenylpropanoid biosynthetic process	7/204	109/21192	0.0642201834862385	6.67134376686454	5.8524579100305	8.9837872380969e-05	0.0051267479172073	0.00433743552267415	ASFT/PER72/CER4/APX1/CYP86B1/BGAL8/ATCHS	7
BP	GO:0071669	plant-type cell wall organization or biogenesis	13/204	391/21192	0.0332480818414322	3.45388897246878	4.82843581151119	0.000113394589641983	0.00606661054584608	0.00513259721537396	ASFT/ATEXP20/ATEXPB3/CESA4/XTH9/IRX9/NA/FLA9/ATEXP8/ATFLA11/BGAL8/AO1/ATCESA7	13
BP	GO:0010207	photosystem II assembly	4/204	28/21192	0.142857142857143	14.8403361344538	7.22490363194753	0.000142423629956153	0.00717144866132158	0.00606733482413827	HCF244/PSB29/MET1/PSBR	4
BP	GO:0015995	chlorophyll biosynthetic process	5/204	54/21192	0.0925925925925926	9.61873638344226	6.25192575950009	0.000169680484034708	0.00806924968520612	0.00682691070268299	ACLA-1/ATCAO/ACSF/AtCLA1/ELIP2	5
BP	GO:0009642	response to light intensity	8/204	166/21192	0.0481927710843374	5.00637845499646	5.10896546947539	0.000211496342625079	0.00952846680458252	0.00806146724244069	LHCB3/LHCA3/ATFD2/LHCB2/MET1/ELIP2/LHCA1/ATPDI6	8
BP	GO:0009767	photosynthetic electron transport chain	5/204	58/21192	0.0862068965517241	8.9553752535497	5.98121063690294	0.000238314523139454	0.00996404212963677	0.00842998153614129	PSBQ/ATFD2/TROL/ATPC1/ATPDI6	5
BP	GO:0044550	secondary metabolite biosynthetic process	7/204	128/21192	0.0546875	5.68106617647059	5.23702472483713	0.000244444958787818	0.00996404212963677	0.00842998153614129	ASFT/PER72/CER4/APX1/CYP86B1/BGAL8/ATCHS	7
BP	GO:0022900	electron transport chain	7/204	131/21192	0.0534351145038168	5.55096542433767	5.1511591905308	0.000281700173215258	0.0109606976487391	0.00927319230488506	PSBQ/PIFI/ATFD2/ATCBR/TROL/ATPC1/ATPDI6	7
BP	GO:0009611	response to wounding	10/204	274/21192	0.0364963503649635	3.79132674967797	4.58491365507387	0.000338602223375454	0.0126018914438865	0.0106617084522797	SQE3/ATBFRUCT1/ATLOX2/AtNPF6.2/AtBBE16/ATLOX6/MET1/ATCHITIV/4CL.1/ATCHS	10
BP	GO:0009753	response to jasmonic acid	9/204	230/21192	0.0391304347826087	4.06496163682864	4.607633045517	0.000404679473665537	0.0144335678940708	0.0122113806088548	SQE3/ChiC/ATLOX2/AtNPF6.2/JAO2/AtBBE16/AO1/ATCHS/CuAO	9
BP	GO:0006949	syncytium formation	3/204	16/21192	0.1875	19.4779411764706	7.28948571288786	0.000448753416332343	0.0150982101550064	0.012773694769607	ATEXP20/ATEXPB3/ATEXP8	3
BP	GO:0070542	response to fatty acid	9/204	234/21192	0.0384615384615385	3.99547511312217	4.54259489118856	0.000458590495362343	0.0150982101550064	0.012773694769607	SQE3/ChiC/ATLOX2/AtNPF6.2/JAO2/AtBBE16/AO1/ATCHS/CuAO	9
BP	GO:1903426	regulation of reactive oxygen species biosynthetic process	3/204	18/21192	0.166666666666667	17.3137254901961	6.82642353734596	0.000644682108837643	0.0199549735089788	0.0168827124620972	LHCB2/PSB29/CuAO	3
BP	GO:0006779	porphyrin-containing compound biosynthetic process	5/204	72/21192	0.0694444444444444	7.2140522875817	5.20714266053988	0.000652732778331082	0.0199549735089788	0.0168827124620972	ACLA-1/ATCAO/ACSF/AtCLA1/ELIP2	5
BP	GO:0033014	tetrapyrrole biosynthetic process	5/204	76/21192	0.0657894736842105	6.8343653250774	5.02342439872648	0.000835577266369941	0.0246639358625058	0.0208666845467339	ACLA-1/ATCAO/ACSF/AtCLA1/ELIP2	5
BP	GO:0009645	response to low light intensity stimulus	3/204	20/21192	0.15	15.5823529411765	6.4323096376642	0.000887976870234962	0.0253369400307043	0.0214360732183037	LHCA3/LHCB2/LHCA1	3
BP	GO:0009813	flavonoid biosynthetic process	5/204	78/21192	0.0641025641025641	6.65912518853695	4.93647140575188	0.000940132494165817	0.0259597875808367	0.0219630273679484	UGT73B3/F3'H/ATFLS1/ATDTX35/ATCHS	5
BP	GO:0000271	polysaccharide biosynthetic process	8/204	210/21192	0.0380952380952381	3.95742296918768	4.24624383427678	0.00100541702226336	0.0266827787692247	0.022574707074799	ASFT/BGLC3/CESA4/IRX9/SBPASE/APL3/ACLA-1/ATCESA7	8
BP	GO:0009904	chloroplast accumulation movement	3/204	21/21192	0.142857142857143	14.8403361344538	6.25591559761669	0.00102865852731824	0.0266827787692247	0.022574707074799	RPT2/JK224/PMI2	3
BP	GO:0006633	fatty acid biosynthetic process	7/204	164/21192	0.0426829268292683	4.43400286944046	4.35240073794443	0.00107611551776472	0.0270927906825471	0.0229215936910875	115D-4A/AtFaTA/EMB3147/ATLOX2/CYP86B1/ACLA-1/ATLOX6	7
BP	GO:0009250	glucan biosynthetic process	6/204	122/21192	0.0491803278688525	5.10896817743491	4.48730621622019	0.00118437310509716	0.0289663822275191	0.0245067277084766	BGLC3/CESA4/SBPASE/APL3/ACLA-1/ATCESA7	6
BP	GO:0009832	plant-type cell wall biogenesis	8/204	217/21192	0.0368663594470046	3.82976416373001	4.13080226255597	0.00124018451905077	0.0294888318974295	0.0249487412019571	ASFT/CESA4/XTH9/IRX9/FLA9/ATFLA11/AO1/ATCESA7	8
